ticker,auc_test,auc_train,acc_test,acc_train
JNPR,0.5565647683903316,0.6193775356564049,0.4785932721712538,0.5736943907156673
DUK,0.5479221423026199,0.6471964884525605,0.4877675840978593,0.5969052224371373
PPG,0.5645536384096024,0.6158861168352635,0.5244648318042814,0.581431334622824
HSY,0.6309267696932688,0.6200842492440102,0.5978593272171254,0.5779497098646035
UNP,0.6161726834293207,0.61639105269243,0.4831804281345566,0.5636363636363636
CARR,0.6967238211879975,0.7340546989909795,0.6687116564417178,0.6185897435897436
MNST,0.49595959595959593,0.6136709179736481,0.4969418960244648,0.6019342359767892
OWL,0.823641304347826,0.6806701719989305,0.4126984126984127,0.5949367088607594
EXC,0.5723793521013057,0.6184708885406562,0.5336391437308868,0.5686653771760155
NKE,0.44881041588609966,0.6293353846450519,0.4801223241590214,0.5663442940038684
AEP,0.5474165754539586,0.6399806850762033,0.5076452599388379,0.6058027079303675
MMM,0.5178380443086325,0.5817802291565091,0.42813455657492355,0.5671179883945842
DAL,0.493877148862698,0.5869526590509645,0.5869526590509645,0.55357833655706
COO,0.5145725722535224,0.6327760986519979,0.6327760986519979,0.5798839458413927
APD,0.5588918878392563,0.5780119542996331,0.5780119542996331,0.5528046421663443
RTX,0.5683065002639318,0.5557887302779865,0.5557887302779865,0.5303675048355899
EXPE,0.41673159421378214,0.5918665939330008,0.5918665939330008,0.5806576402321083
BURL,0.6329449838187702,0.6181793786602532,0.6181793786602532,0.5813373253493014
TTWO,0.4856100299401197,0.5834223028879517,0.5834223028879517,0.5887814313346228
KEYS,0.5148450820154037,0.5971722999552628,0.5971722999552628,0.5858187957231289
RHI,0.5182383342071755,0.5644305637971481,0.5644305637971481,0.5508704061895551
FIS,0.5424229390681004,0.5683482061555273,0.5683482061555273,0.5589941972920697
BLK,0.566061629379485,0.6078674760653558,0.6078674760653558,0.5880077369439072
TEL,0.506519868293048,0.5769548632037851,0.5769548632037851,0.5411992263056092
GWW,0.5387258256541018,0.5778632159162925,0.5778632159162925,0.5342359767891682
HON,0.5697473174108688,0.5667604427155691,0.5667604427155691,0.5709864603481625
PEP,0.652562023980092,0.585537780438772,0.585537780438772,0.5636363636363636
CRL,0.49355225671015146,0.5850333891940427,0.5850333891940427,0.5659574468085107
IQV,0.5615996097113012,0.5505779481904051,0.5505779481904051,0.5939452186448823
CHTR,0.4648235800344234,0.5436414132216354,0.5436414132216354,0.5589941972920697
EIX,0.620981641064069,0.5873753956388323,0.5873753956388323,0.5458413926499033
IBM,0.594946128860141,0.6410389105058366,0.6410389105058366,0.5802707930367504
FOXA,0.5596518177163339,0.644182039040651,0.644182039040651,0.5319905213270142
DOCU,0.5706277372262774,0.7099306529530933,0.7099306529530933,0.6532416502946955
SYY,0.5567074027251018,0.5516749032025874,0.5516749032025874,0.546615087040619
FDS,0.5929552439492893,0.5739434908096612,0.5739434908096612,0.5775628626692456
CPRI,0.5403960396039604,0.5992418515969629,0.5992418515969629,0.5646515533165407
CTVA,0.586746481831548,0.6973714907846644,0.6973714907846644,0.6042713567839196
TER,0.4737477651199581,0.5458594209102055,0.5458594209102055,0.5818181818181818
AGCO,0.5364123522370192,0.5916869909677327,0.5916869909677327,0.5446808510638298
PYPL,0.4614624505928854,0.6428484741833892,0.6428484741833892,0.6118945432250154
CCK,0.4604270123165839,0.6298793679655866,0.6298793679655866,0.5961315280464217
TXRH,0.469234022556391,0.5817867540029112,0.5817867540029112,0.57678916827853
SYF,0.5262785545398693,0.6010094252846101,0.6010094252846101,0.5684669939989089
KR,0.554333666143679,0.5907645328538194,0.5907645328538194,0.5148936170212766
EPD,0.5451204115033903,0.5990101321380212,0.5990101321380212,0.5485493230174081
JCI,0.506689589911274,0.5894569102760506,0.5894569102760506,0.5644100580270793
SMPL,0.565579272385555,0.6450363993658025,0.6450363993658025,0.556203164029975
DNB,0.5728506787330316,0.720424189957952,0.720424189957952,0.5464098073555166
LYB,0.5659725145706455,0.6028804514159161,0.6028804514159161,0.5562862669245648
PAYC,0.5115040175569007,0.6181571740110946,0.6181571740110946,0.6162046908315565
CMI,0.5538324671068033,0.5813971268110336,0.5813971268110336,0.5485493230174081
HPE,0.49800482907612154,0.5909428580904056,0.5909428580904056,0.578005115089514
EXLS,0.5285177595628415,0.5957122337558025,0.5957122337558025,0.5787234042553191
AEE,0.6196048134101231,0.5151314271838766,0.5151314271838766,0.5589941972920697
MPWR,0.6526051534672225,0.5704539530284544,0.5704539530284544,0.5818181818181818
TPR,0.49042394855329546,0.5561096442001459,0.5561096442001459,0.5705996131528046
ET,0.5782062940012936,0.6188987966201308,0.6188987966201308,0.5760154738878143
WSO,0.39218033956877774,0.5445990524105389,0.5445990524105389,0.5292069632495164
WEX,0.5405225946431245,0.558221763380821,0.558221763380821,0.5547388781431335
UHS,0.44106583072100314,0.6083942128893642,0.6083942128893642,0.5663442940038684
FTV,0.38293521702760475,0.6059233594924027,0.6059233594924027,0.5225352112676056
GIS,0.4262562673052458,0.5977127634731937,0.5977127634731937,0.5485493230174081
ACI,0.5467306325515281,0.6957317519584156,0.6957317519584156,0.6539130434782608
FE,0.42849393984737394,0.553001377009337,0.553001377009337,0.548936170212766
SJM,0.5218047933961821,0.5715194605397479,0.5715194605397479,0.5148936170212766
NDAQ,0.4687125748502994,0.5756960612823452,0.5756960612823452,0.5586073500967118
SCHW,0.5335560393363861,0.5727965392333532,0.5727965392333532,0.579110251450677
KHC,0.5241586370618628,0.6138938284754881,0.6138938284754881,0.5763335377069283
UAL,0.5133359574149048,0.5971085460487482,0.5971085460487482,0.5508704061895551
EBAY,0.6090698615568502,0.5618809771603004,0.5618809771603004,0.525725338491296
BERY,0.6080946926307751,0.5879036866509927,0.5879036866509927,0.5383574007220217
MCHP,0.5888207193705508,0.5873886328725038,0.5873886328725038,0.5736943907156673
AVY,0.563089181505312,0.5814820819019377,0.5814820819019377,0.5725338491295938
CMS,0.47491192634693974,0.6068414581197392,0.6068414581197392,0.5624758220502901
RMD,0.5070125374251497,0.5880071526143574,0.5880071526143574,0.5833655705996131
KMB,0.5161990381821079,0.5729694132214284,0.5729694132214284,0.5388781431334623
ADI,0.5592695890616783,0.5710667738837464,0.5710667738837464,0.532688588007737
WEN,0.5289094650205761,0.5864669087464858,0.5864669087464858,0.5485493230174081
CHH,0.4178196888477262,0.5941847564004481,0.5941847564004481,0.5582205029013539
PAYX,0.6167710200978137,0.5931310793390366,0.5931310793390366,0.5694390715667311
ROK,0.5449875918902468,0.5860593820742348,0.5860593820742348,0.5547388781431335
TGT,0.47527359617682197,0.5793716003005258,0.5793716003005258,0.5597678916827853
AVTR,0.4592737066963871,0.7177103260903431,0.7177103260903431,0.5810473815461347
ADP,0.5603489759778257,0.5890402129900469,0.5890402129900469,0.574468085106383
AXTA,0.6660573734468017,0.6300930137214457,0.6300930137214457,0.5534804753820034
ED,0.5740724962843051,0.5869943802989234,0.5869943802989234,0.5667311411992263
ALLE,0.5382367149758454,0.5771585213032582,0.5771585213032582,0.5863291139240506
CPB,0.46374411794972537,0.5553855219220001,0.5553855219220001,0.5369439071566731
CSGP,0.5397500188522735,0.6090213843384887,0.6090213843384887,0.5686653771760155
WEC,0.3903676250374363,0.5911063159093608,0.5911063159093608,0.5748549323017408
A,0.43697628310638936,0.5841341533730541,0.5841341533730541,0.5562862669245648
BYD,0.5466710335469985,0.62838583785181,0.62838583785181,0.5408123791102515
ISRG,0.49594088651414814,0.5812586613355553,0.5812586613355553,0.5822050290135397
HSIC,0.5006269592476489,0.5588674886748867,0.5588674886748867,0.5338491295938105
CLX,0.49869495663888186,0.6028610584018554,0.6028610584018554,0.55357833655706
TSCO,0.5542430763473054,0.5620971185655921,0.5620971185655921,0.5369439071566731
TSLA,0.64535471076854,0.6080132656033396,0.6080132656033396,0.5686653771760155
ST,0.5376953419900348,0.5724208107409039,0.5724208107409039,0.5299806576402321
EPAM,0.4570006258178302,0.6553070935548451,0.6553070935548451,0.629156010230179
OMC,0.5733673402162762,0.5717644737441855,0.5717644737441855,0.541972920696325
XEL,0.6136414670658683,0.5648376167057614,0.5648376167057614,0.565183752417795
CE,0.45020583832335326,0.5941264369480936,0.5941264369480936,0.5613152804642166
FBIN,0.561862714180595,0.6101198041052003,0.6101198041052003,0.5662700041034058
ITW,0.566201861722093,0.5549247444667911,0.5549247444667911,0.5620889748549323
MOS,0.47975480294988027,0.5709553382853695,0.5709553382853695,0.5361702127659574
ASH,0.4642658627349381,0.5484127510706316,0.5484127510706316,0.5435203094777563
NSC,0.635973532494759,0.5760009677540023,0.5760009677540023,0.5775628626692456
CAG,0.5843267419962335,0.598072271938398,0.5412844036697247,0.5261121856866537
KMI,0.5467330387712555,0.5821839654524741,0.5146831530139103,0.558203125
ES,0.599205013093902,0.5599948259169457,0.5045871559633027,0.5547388781431335
GPC,0.5392694536423841,0.5567088965685059,0.5382262996941896,0.5176015473887814
EW,0.5073688549933011,0.5821921933248327,0.4785932721712538,0.5667311411992263
VC,0.47067433595211366,0.5869689563100379,0.4954128440366973,0.5530185758513931
JBHT,0.5678006618357035,0.5738006363713659,0.47553516819571867,0.5226305609284333
RGEN,0.44826747720364735,0.6224922374429225,0.5030581039755352,0.5911025145067699
TECH,0.46083226163767615,0.580698191141889,0.4694189602446483,0.5601547388781432
HAS,0.42857837464627113,0.6058252665746121,0.40214067278287463,0.5903288201160541
GFS,0.6318936877076412,0.8632008874546188,0.6282051282051282,0.6879432624113475
BALL,0.4631067869545523,0.5867589808877192,0.4525993883792049,0.5470019342359768
DOV,0.6374912272493333,0.5888107651171313,0.5122324159021406,0.5667311411992263
DKS,0.4969838671966332,0.5939569267820188,0.5030581039755352,0.5431334622823984
WAT,0.45731684501983083,0.5764441194464254,0.5076452599388379,0.5442940038684719
JNJ,0.5981158786865308,0.55672893481717,0.43730886850152906,0.5771760154738879
ALK,0.5843581192164968,0.5934034792266725,0.5336391437308868,0.5446808510638298
BWA,0.4872053872053872,0.6127774782869122,0.5045871559633027,0.574468085106383
SEE,0.5056845453775423,0.5760201564380265,0.4602446483180428,0.5500967117988395
BX,0.5188631602573694,0.6173875764480153,0.4984709480122324,0.525725338491296
GNRC,0.5630912737455536,0.6258231851125207,0.44648318042813456,0.5617021276595745
QGEN,0.472467259756452,0.5594566864200372,0.47553516819571867,0.5481624758220502
ZI,0.3553082191780822,0.6661356665636368,0.5228758169934641,0.6196213425129088
PFE,0.43136664376535255,0.5833239828820383,0.4602446483180428,0.5439071566731141
IPG,0.5070977401394283,0.5821877354840024,0.5122324159021406,0.5284332688588008
TRU,0.5595802141571117,0.6169703935781687,0.4148681055155875,0.6096518020769701
MKC,0.5558509393516742,0.5683415044672128,0.5152905198776758,0.5729206963249517
SEDG,0.47314181486548107,0.6865669271329649,0.41217798594847777,0.6636904761904762
ALGN,0.5797415424203436,0.5913438988337618,0.4694189602446483,0.5996131528046421
AMCR,0.5088373377520022,0.6664581208205826,0.4180327868852459,0.5911016949152542
EMN,0.5895336002394672,0.5969213901655102,0.5076452599388379,0.5373307543520309
TXN,0.5269398989518135,0.5519865847300534,0.45565749235474007,0.5647969052224371
EXPD,0.5392094417384788,0.5948382322555223,0.5198776758409785,0.581431334622824
HOG,0.4875656414103526,0.6092856723812397,0.4740061162079511,0.5392649903288201
FND,0.6106693711967546,0.6513080122014291,0.4603174603174603,0.577922077922078
EFX,0.5216036676646707,0.6211330415036997,0.5107033639143731,0.5856866537717601
G,0.5429766734279919,0.5655973499941404,0.46788990825688076,0.5694390715667311
ENPH,0.39172693865131186,0.6628745524549688,0.48205128205128206,0.5822510822510822
WLK,0.5062617702448211,0.6065073393229375,0.5412844036697247,0.5566731141199226
HXL,0.6089149554582516,0.557459816033059,0.5474006116207951,0.5500967117988395
WES,0.5324531790049031,0.6849044962812711,0.4231464737793852,0.6256880733944954
OLN,0.3610260770975057,0.5800871127076784,0.5214067278287462,0.5543520309477756
MKTX,0.49866541353383453,0.6157506892391478,0.4648318042813456,0.5825918762088975
CHRW,0.6098531612420501,0.5710328943731537,0.4954128440366973,0.567504835589942
IFF,0.5132702796254198,0.6394758559282465,0.5259938837920489,0.5566731141199226
GLW,0.5113679424024251,0.5792327745310059,0.4434250764525994,0.5450676982591877
LUV,0.4870849422717727,0.6070192329734314,0.40825688073394495,0.5620889748549323
DXC,0.5320271218143557,0.5785969955801795,0.5030581039755352,0.5450676982591877
GRF,0.519269586443224,0.5989217836257309,0.5197628458498024,0.5667670682730924
TEF,0.5191476973931335,0.5896460881103329,0.5321100917431193,0.5841392649903289
AMS,0.515249507333783,0.5626295722625998,0.49272727272727274,0.5461254612546126
VIS,0.5058541105121294,0.5961845174973489,0.5137614678899083,0.5551257253384912
APAM,0.5630869401894903,0.6019046942184002,0.4591078066914498,0.5551366635249765
IAG,0.5036251204475504,0.6100901292096583,0.5091743119266054,0.5400386847195358
ASM,0.4941902794175521,0.6136244760196491,0.5932203389830508,0.5598440545808967
BOSS,0.5259307243836452,0.6382062299710449,0.49691358024691357,0.5838607594936709
NEM,0.49529346098539323,0.6149022609162238,0.44648318042813456,0.5771760154738879
FRA,0.49873222305389225,0.6272628854328967,0.4892966360856269,0.5264990328820116
SOI,0.48417540124467734,0.6134328157558648,0.45222929936305734,0.5505709624796085
BNR,0.5419506462984724,0.7973082783138649,0.4342105263157895,0.7249134948096886
ENX,0.4718733509234829,0.5990531132534063,0.5795107033639144,0.5234042553191489
TMV,0.5052428887363685,0.5761075190051216,0.43119266055045874,0.5609284332688588
TRN,0.6102292436467838,0.5886894599340131,0.5443425076452599,0.57678916827853
MTX,0.4849618434834656,0.5766054444119498,0.5015290519877675,0.5555125725338491
PST,0.47213723669419877,0.5915853078935243,0.4525993883792049,0.5578336557059961
AMP,0.5500528461422316,0.5837140771827387,0.5474006116207951,0.5632495164410058
DIA,0.626880613772455,0.5578663514913932,0.5107033639143731,0.5733075435203094
PSTG,0.5513518916487581,0.6526032010751208,0.5336658354114713,0.6054637865311309
ARRY,0.6070707070707071,0.7111645148116734,0.3283582089552239,0.5386138613861386
EHC,0.5757718892931636,0.5770346426485329,0.4938837920489297,0.5311411992263056
HQY,0.5427203604618417,0.6756422588799168,0.5686695278969958,0.5733769776322968
F,0.4587537509377344,0.606691885027365,0.5259938837920489,0.562862669245648
ATVI,0.5156242511382699,0.5752349037184759,0.5030959752321982,0.5600782778864971
EXP,0.5595450744907267,0.581150726086715,0.5626911314984709,0.5462282398452611
GM,0.6078713190649665,0.5753918604247037,0.5596330275229358,0.5431334622823984
ACN,0.47813559322033894,0.6048313706314603,0.5412844036697247,0.6030947775628627
EQT,0.5894066661564366,0.5937176752004137,0.42507645259938837,0.555899419729207
IDXX,0.5362933026484429,0.5599139596939198,0.5229357798165137,0.6119922630560929
DLO,0.4626262626262626,0.685340775558167,0.45,0.6178861788617886
FFIV,0.531002298203649,0.6151161418792183,0.5275229357798165,0.5729206963249517
VMW,0.6409751722835835,0.5999239573796322,0.5069124423963134,0.5764751552795031
AMED,0.5680328716632348,0.5611303072471772,0.463302752293578,0.5794970986460348
LTHM,0.4779384501297739,0.6808397155361051,0.41735537190082644,0.624332977588047
PR,0.4661829808165273,0.7120632763975154,0.5846994535519126,0.6594707520891365
BL,0.49466943696992405,0.6409871079257081,0.4563953488372093,0.5600890207715133
PCG,0.4807549787169352,0.604600479185385,0.43730886850152906,0.5644100580270793
EDR,0.6350943396226415,0.726971975393028,0.5145631067961165,0.5442708333333334
TMO,0.477863609157564,0.5991446143681154,0.5015290519877675,0.5582205029013539
K,0.5099833532844531,0.5928821442960746,0.5015290519877675,0.5361702127659574
FCX,0.6010870683767879,0.6442266014335012,0.518348623853211,0.5705996131528046
JKHY,0.5929593937125749,0.5611526054105799,0.5107033639143731,0.569825918762089
BMY,0.5617869563994637,0.5854695427616587,0.47553516819571867,0.5609284332688588
UPS,0.5323277680387727,0.5563742972858611,0.47553516819571867,0.5493230174081238
MTZ,0.5607990328385065,0.5795249135255842,0.5229357798165137,0.5311411992263056
AR,0.46652487222627853,0.6854427724393807,0.5700197238658777,0.6191191191191191
RVTY,0.5045300751879699,0.5994495050318539,0.4648318042813456,0.5481624758220502
FMC,0.41928623645909485,0.5918377503297757,0.43883792048929665,0.5566731141199226
GTES,0.5874725504548783,0.6674491931486479,0.5054151624548736,0.6205936920222634
LITE,0.5573533934189672,0.6620012277470841,0.4420289855072464,0.6024615384615385
CC,0.4398463378726537,0.6211545616992737,0.4988009592326139,0.599390243902439
PENN,0.562278450067229,0.5966162667873849,0.463302752293578,0.57678916827853
SCCO,0.49331602186120205,0.6046103431797032,0.47553516819571867,0.5740812379110252
IART,0.6115112287560913,0.5893154262399445,0.4938837920489297,0.541972920696325
MTD,0.4759096024006001,0.5665537834498185,0.4740061162079511,0.5895551257253385
RHM,0.6418778562525966,0.8918024691358025,0.5892857142857143,0.819047619047619
SRG,0.6203525264394829,0.676777090181244,0.5542168674698795,0.621704475781729
IG,0.5360648740930432,0.6933161064070322,0.5892116182572614,0.6630901287553648
DIM,0.3962480356207439,0.5742277862566112,0.4923547400611621,0.5284332688588008
MBG,0.4581011423794929,0.5554860330131008,0.5996908809891809,0.5580304806565064
XP,0.6802539682539683,0.6458082939095597,0.4166666666666667,0.5708092485549133
THO,0.567923126128838,0.6166866069741326,0.4617737003058104,0.541972920696325
GPK,0.5689149422702054,0.5884708060563617,0.5229357798165137,0.5531914893617021
RH,0.5866856001659924,0.623613430642306,0.48028673835125446,0.5944595821980018
DG,0.47285360033687357,0.6213261159631247,0.4877675840978593,0.5798839458413927
PH,0.5757050470031335,0.575595614589922,0.5672782874617737,0.5613152804642166
KBR,0.5477050484255837,0.6222083111794489,0.4877675840978593,0.5179883945841393
CROX,0.4836214612087239,0.6333233059772649,0.45718654434250766,0.5647969052224371
STNE,0.5437601870880874,0.7201538647365439,0.5333333333333333,0.6792249730893434
INTC,0.4705857401402609,0.5957393007836045,0.45565749235474007,0.5620889748549323
AJG,0.6065310286418232,0.6057464451348773,0.5840978593272171,0.57678916827853
J,0.5833592696337795,0.5806698722764838,0.5458715596330275,0.5392649903288201
SGRY,0.4391692888609188,0.65651548743654,0.4427860696517413,0.6136795440151995
BMRN,0.5641179111177614,0.6123940074906368,0.5015290519877675,0.5342359767891682
H,0.4619279022056668,0.5637375509782788,0.5519877675840978,0.5249516441005803
VLO,0.4956245143745144,0.6312778230799432,0.4036697247706422,0.5241779497098646
PYCR,0.6023584905660377,0.7040419473574554,0.5698924731182796,0.5483870967741935
DHR,0.5211368555179747,0.575330820385523,0.4785932721712538,0.5764023210831721
RGLD,0.5094825721888427,0.6250479243944753,0.463302752293578,0.5659574468085107
DOW,0.5598290598290598,0.6476799110864129,0.41935483870967744,0.5656324582338902
POOL,0.4695892723180795,0.5985963473623235,0.4740061162079511,0.5713733075435203
ILMN,0.5093895371005872,0.6258349176438918,0.481651376146789,0.5852998065764023
ESI,0.6191868967534366,0.6220335091756284,0.4708249496981891,0.5607763023493361
PBF,0.5452712986959563,0.6065440204043075,0.6032608695652174,0.568870523415978
KNX,0.5188274926308895,0.5727167811141798,0.4877675840978593,0.5415860735009671
SLGN,0.5896798288416785,0.5622893082664808,0.5290519877675841,0.5323017408123791
EL,0.4176297260064289,0.5664738305057577,0.42507645259938837,0.5593810444874274
COHR,0.5531394858828487,0.5668635642498075,0.481651376146789,0.5682785299806576
NEP,0.625128598417538,0.580022953633192,0.4106382978723404,0.5827027027027027
INCY,0.5532186379928316,0.6142454224228715,0.42660550458715596,0.5477756286266925
HUN,0.5105541267243395,0.562617646810558,0.4969418960244648,0.5423597678916828
MAN,0.481807637986026,0.6058198960101995,0.4938837920489297,0.5442940038684719
PINC,0.5003341155262708,0.5910396460576941,0.5509803921568628,0.5380786460925834
JHX,0.5496271374894564,0.5805240144965181,0.4984520123839009,0.5415360501567398
PDD,0.4880246913580247,0.7236447264856356,0.48627450980392156,0.638663967611336
BC,0.5548728595610171,0.6099151899358243,0.5,0.5663442940038684
MC,0.4630527868095162,0.607884310072682,0.46008403361344535,0.5863539445628998
TTE,0.5240155589704187,0.5855426714972891,0.581039755351682,0.5462282398452611
CASH,0.5120519129637671,0.5985183813258301,0.5108695652173914,0.5801886792452831
STM,0.47875432721252253,0.6084326179223984,0.5382262996941896,0.5682785299806576
DTG,0.43362193362193363,0.7217676852006456,0.56,0.5845588235294118
DSM,0.4847808025023215,0.5904833994195903,0.6070336391437309,0.5547388781431335
